SiteDataTypeID,ParentID,IsFolder,SortOrder,Source,Name,SiteName,Units,TimeInterval,Parameter,TableName,FileIndex,Provider,ConnectionString,Expression,Notes
System.Int32,System.Int32,System.Boolean,System.Int32,System.String,System.String,System.String,System.String,System.String,System.String,System.String,System.Int32,System.String,System.String,System.String,System.String
444,438,False,188,cr10x,Average CFS,Buckhorn,,Irregular,,buckhor_188,0,Cr10xSeries,FileName=c:\pc208w\bin\buckhorn.DAT;interval=24;ColumnNumber=12,,
445,438,False,189,cr10x,Min CFS,Buckhorn,,Irregular,,buckhor_189,0,Cr10xSeries,FileName=c:\pc208w\bin\buckhorn.DAT;interval=24;ColumnNumber=13,,
446,438,False,190,cr10x,Max GATE_HGT,Buckhorn,,Irregular,,buckhor_190,0,Cr10xSeries,FileName=c:\pc208w\bin\buckhorn.DAT;interval=24;ColumnNumber=15,,
447,438,False,191,cr10x,Average GATE_ HGT,Buckhorn,,Irregular,,buckhor_191,0,Cr10xSeries,FileName=c:\pc208w\bin\buckhorn.DAT;interval=24;ColumnNumber=17,,
448,438,False,192,cr10x,Min GATE_HGT,Buckhorn,,Irregular,,buckhor_192,0,Cr10xSeries,FileName=c:\pc208w\bin\buckhorn.DAT;interval=24;ColumnNumber=18,,
449,364,True,193,,Crooked Creek - 30 minute,,,,,,0,,,,
450,449,False,194,cr10x,CANAL_HGT,Crooked Creek,,Irregular,,crooked_194,0,Cr10xSeries,FileName=c:\pc208w\bin\crooked.DAT;interval=30;ColumnNumber=5,,
451,449,False,195,cr10x,VELOCITY,Crooked Creek,,Irregular,,crooked_195,0,Cr10xSeries,FileName=c:\pc208w\bin\crooked.DAT;interval=30;ColumnNumber=6,,
452,449,False,196,cr10x,CFS,Crooked Creek,,Irregular,,crooked_196,0,Cr10xSeries,FileName=c:\pc208w\bin\crooked.DAT;interval=30;ColumnNumber=7,,
453,449,False,197,cr10x,CNL_HGT1,Crooked Creek,,Irregular,,crooked_197,0,Cr10xSeries,FileName=c:\pc208w\bin\crooked.DAT;interval=30;ColumnNumber=8,,
454,449,False,198,cr10x,Average Battery,Crooked Creek,,Irregular,,crooked_198,0,Cr10xSeries,FileName=c:\pc208w\bin\crooked.DAT;interval=30;ColumnNumber=9,,
458,364,True,202,,Emigrant,,,,,,0,,,,
459,458,True,203,,60 minute data,,,,,,0,,,,
460,459,False,204,cr10x,Average Battery,Emigrant,,Irregular,,emigran_204,0,Cr10xSeries,FileName=c:\pc208w\bin\emigrant.DAT;interval=60;ColumnNumber=5,,
461,459,False,205,cr10x,Average RES_HGT,Emigrant,,Irregular,,emigran_205,0,Cr10xSeries,FileName=c:\pc208w\bin\emigrant.DAT;interval=60;ColumnNumber=6,,
462,459,False,206,cr10x,Average RIVER_HGT,Emigrant,,Irregular,,emigran_206,0,Cr10xSeries,FileName=c:\pc208w\bin\emigrant.DAT;interval=60;ColumnNumber=7,,
463,459,False,207,cr10x,Average RIVER_CFS,Emigrant,,Irregular,,emigran_207,0,Cr10xSeries,FileName=c:\pc208w\bin\emigrant.DAT;interval=60;ColumnNumber=8,,
464,459,False,208,cr10x,Average Canal_Hgt,Emigrant,,Irregular,,emigran_208,0,Cr10xSeries,FileName=c:\pc208w\bin\emigrant.DAT;interval=60;ColumnNumber=9,,
465,459,False,209,cr10x,Average CANAL_CFS,Emigrant,,Irregular,,emigran_209,0,Cr10xSeries,FileName=c:\pc208w\bin\emigrant.DAT;interval=60;ColumnNumber=10,,
466,459,False,210,cr10x,Average GATE1_HGT,Emigrant,,Irregular,,emigran_210,0,Cr10xSeries,FileName=c:\pc208w\bin\emigrant.DAT;interval=60;ColumnNumber=11,,
467,459,False,211,cr10x,Average Gate2_Hgt,Emigrant,,Irregular,,emigran_211,0,Cr10xSeries,FileName=c:\pc208w\bin\emigrant.DAT;interval=60;ColumnNumber=12,,
468,459,False,212,cr10x,Average Gate3_Hgt,Emigrant,,Irregular,,emigran_212,0,Cr10xSeries,FileName=c:\pc208w\bin\emigrant.DAT;interval=60;ColumnNumber=13,,
469,459,False,213,cr10x,Totalize INTRD_CNT,Emigrant,,Irregular,,emigran_213,0,Cr10xSeries,FileName=c:\pc208w\bin\emigrant.DAT;interval=60;ColumnNumber=14,,
3101,1,True,110,,Test,,,Irregular,,,0,,,,
3102,3101,False,1,Hydromet,"Jackson Lake at Dam on Snake River near Moran, WY acre-feet",,acre-feet,Irregular,af,Jackson_Lake_at_Dam_on_Snake_River_near_Moran__WY_acre-feet,0,HydrometInstantSeries,server=PN;cbtt=jck;pcode=af,,
3103,3101,False,2,Hydromet,"Palisades Reservoir near Irwin, ID acre-feet",,acre-feet,Irregular,af,Palisades_Reservoir_near_Irwin__ID_acre-feet,0,HydrometInstantSeries,server=PN;cbtt=pal;pcode=af,,
3110,1,True,116,,Emigrant FC-Plot,,,Irregular,,,0,,,,
3105,1,False,117,Hydromet,EMI Emigrant Dam,"Emigrant Dam and Lake near Ashland, OR",acre-feet,Daily,AF,Emigrant_Dam_and_Lake_near_Ashland__OR_acre-feet,0,HydrometDailySeries,server=PN;cbtt=EMI;pcode=AF;LastUpdate=2009-06-25 11:14:49.95,,
3106,3110,False,112,Hydromet,"Hyatt Dam and Reservoir near Ashland, OR acre-feet","Hyatt Dam and Reservoir near Ashland, OR",acre-feet,Daily,AF,Hyatt_Dam_and_Reservoir_near_Ashland__OR_acre-feet,0,HydrometDailySeries,server=PN;cbtt=HYA;pcode=AF;LastUpdate=2009-06-25 11:15:19.76,,
3107,3110,False,114,Hydromet,"Howard Prairie Lake and Dam near Ashland, OR acre-feet","Howard Prairie Lake and Dam near Ashland, OR",acre-feet,Daily,AF,Howard_Prairie_Lake_and_Dam_near_Ashland__OR_acre-feet,0,HydrometDailySeries,server=PN;cbtt=HPd;pcode=AF;LastUpdate=2009-06-25 11:15:55.20,,
3108,3101,False,3,Hydromet,TALSYS acre-feet,TALSYS,acre-feet,Daily,AF,TALSYS_acre-feet,0,HydrometDailySeries,server=PN;cbtt=TALSYS;pcode=AF;LastUpdate=2009-06-25 11:43:12.73,,
3109,3110,False,118,Hydromet,EMI+HYA+HPD (TALSYS) acre-feet,TALSYS,acre-feet,Daily,AF,TALSYS_acre-feet000,0,HydrometDailySeries,server=PN;cbtt=TALSYS;pcode=AF;LastUpdate=2009-06-25 11:43:41.01,,
3111,1,False,118,Excel,EMI Flood Curve,,acre-feet,Daily,Content,EMI_RuleCurve_xls_Sheet1_Content,0,SpreadsheetGearSeries,FileName=C:\Documents and Settings\ktarbet\My Documents\project\Pisces\Database Samples\EMI RuleCurve.xls;SheetName=Sheet1;DateColumn=Date;ValueColumn=Content;LastWriteTime=2009-06-25 14:00:26.61,,
3112,3101,False,4,Hydromet,"Emigrant Dam and Lake near Ashland, OR cfs","Emigrant Dam and Lake near Ashland, OR",cfs,Daily,qj,Emigrant_Dam_and_Lake_near_Ashland__OR_cfs,0,HydrometDailySeries,server=PN;cbtt=emi;pcode=qj;LastUpdate=2009-07-06 10:41:41.94,,
3113,3101,False,5,Hydromet,"Emigrant Dam and Lake near Ashland, OR inches","Emigrant Dam and Lake near Ashland, OR",inches,Daily,pp,Emigrant_Dam_and_Lake_near_Ashland__OR_inches,0,HydrometDailySeries,server=PN;cbtt=emi;pcode=pp;LastUpdate=2009-07-06 10:42:42.65,,
3114,3101,False,6,Hydromet,"Deadwood Dam, Idaho feet","Deadwood Dam, Idaho",feet,Daily,FB,Deadwood_Dam__Idaho_feet,0,HydrometDailySeries,server=PN;cbtt=DED;pcode=FB;LastUpdate=2009-07-07 07:59:07.26,,
3115,3110,False,119,Hydromet,talsys6 acre-feet,talsys6,acre-feet,Daily,af,talsys6_acre-feet,0,HydrometDailySeries,server=PN;cbtt=talsys6;pcode=af;LastUpdate=2009-07-14 08:01:22.95,,
3116,1,True,119,,New Folder,,,Irregular,,no_table83770ee8-09ef-4703-892d-45d60632a195,0,,,,
3117,3116,False,1,Excel,Periodic flows 2.8.11 from Karl Tarbet.xls:enumerated EMI,,cfs,Daily,EMI,Periodic_flows_2_8_11_from_Karl_Tarbet_xls_enumerated_EMI,0,SpreadsheetGearSeries,FileName=S:\Shared\Excell\Periodic flows 2.8.11 from Karl Tarbet.xls;SheetName=enumerated;DateColumn=Date;ValueColumn=EMI;LastWriteTime=2011-02-08 13:05:42.02,,
3118,3116,False,2,Excel,Periodic flows 2.8.11 from Karl Tarbet.xls:enumerated BCTO,,cfs,Daily,BCTO,Periodic_flows_2_8_11_from_Karl_Tarbet_xls_enumerated_BCTO,0,SpreadsheetGearSeries,FileName=S:\Shared\Excell\Periodic flows 2.8.11 from Karl Tarbet.xls;SheetName=enumerated;DateColumn=Date;ValueColumn=BCTO;LastWriteTime=2011-02-08 13:05:42.02,,
3119,3116,False,3,Excel,Periodic flows 2.8.11 from Karl Tarbet.xls:enumerated BJBO,,cfs,Daily,BJBO,Periodic_flows_2_8_11_from_Karl_Tarbet_xls_enumerated_BJBO,0,SpreadsheetGearSeries,FileName=S:\Shared\Excell\Periodic flows 2.8.11 from Karl Tarbet.xls;SheetName=enumerated;DateColumn=Date;ValueColumn=BJBO;LastWriteTime=2011-02-08 13:05:42.02,,
3120,3116,False,4,Excel,Periodic flows 2.8.11 from Karl Tarbet.xls:enumerated GILO,,cfs,Daily,GILO,Periodic_flows_2_8_11_from_Karl_Tarbet_xls_enumerated_GILO,0,SpreadsheetGearSeries,FileName=S:\Shared\Excell\Periodic flows 2.8.11 from Karl Tarbet.xls;SheetName=enumerated;DateColumn=Date;ValueColumn=GILO;LastWriteTime=2011-02-08 13:05:42.02,,
3121,3116,False,5,Excel,Periodic flows 2.8.11 from Karl Tarbet.xls:enumerated DICO,,cfs,Daily,DICO,Periodic_flows_2_8_11_from_Karl_Tarbet_xls_enumerated_DICO,0,SpreadsheetGearSeries,FileName=S:\Shared\Excell\Periodic flows 2.8.11 from Karl Tarbet.xls;SheetName=enumerated;DateColumn=Date;ValueColumn=DICO;LastWriteTime=2011-02-08 09:55:34.39,,
3122,3116,False,6,Excel,Periodic flows 2.8.11 from Karl Tarbet.xls:enumerated SLBO,,cfs,Daily,SLBO,Periodic_flows_2_8_11_from_Karl_Tarbet_xls_enumerated_SLBO,0,SpreadsheetGearSeries,FileName=S:\Shared\Excell\Periodic flows 2.8.11 from Karl Tarbet.xls;SheetName=enumerated;DateColumn=Date;ValueColumn=SLBO;LastWriteTime=2011-02-08 09:55:34.39,,
3123,3116,False,7,Excel,Periodic flows 2.8.11 from Karl Tarbet.xls:enumerated BASO,,cfs,Daily,BASO,Periodic_flows_2_8_11_from_Karl_Tarbet_xls_enumerated_BASO,0,SpreadsheetGearSeries,FileName=S:\Shared\Excell\Periodic flows 2.8.11 from Karl Tarbet.xls;SheetName=enumerated;DateColumn=Date;ValueColumn=BASO;LastWriteTime=2011-02-08 13:05:42.02,,
3124,3116,False,9,Hydromet,"Ashland Creek Mouth, near Ashland cfs","Ashland Creek Mouth, near Ashland",cfs,Daily,qd,Ashland_Creek_Mouth__near_Ashland_cfs,0,HydrometDailySeries,server=PN;cbtt=acao;pcode=qd;LastUpdate=2011-02-08 13:08:03.81,,
3125,3116,False,10,Hydromet,"Emigrant Dam and Lake near Ashland, OR cfs","Emigrant Dam and Lake near Ashland, OR",cfs,Daily,qd,Emigrant_Dam_and_Lake_near_Ashland__OR_cfs000,0,HydrometDailySeries,server=PN;cbtt=EMI;pcode=qd;LastUpdate=2011-02-08 13:08:40.55,,
3126,3116,False,11,Hydromet,"South Fork Little Butte Creek at Gilkey, OR cfs","South Fork Little Butte Creek at Gilkey, OR",cfs,Daily,qd,South_Fork_Little_Butte_Creek_at_Gilkey__OR_cfs,0,HydrometDailySeries,server=PN;cbtt=gilo;pcode=qd;LastUpdate=2011-02-08 13:11:27.06,,
3127,3116,False,12,Hydromet,"Bear Creek below Ashland Cr. at Ashland, OR cfs","Bear Creek below Ashland Cr. at Ashland, OR",cfs,Daily,qd,Bear_Creek_below_Ashland_Cr__at_Ashland__OR_cfs,0,HydrometDailySeries,server=PN;cbtt=baso;pcode=qd;LastUpdate=2011-02-08 13:12:01.11,,
3128,3116,False,15,Hydromet,Bear Creek below Phoenix Diversion near Talent cfs,Bear Creek below Phoenix Diversion near Talent,cfs,Daily,qd,Bear_Creek_below_Phoenix_Diversion_near_Talent_cfs,0,HydrometDailySeries,server=PN;cbtt=bcto;pcode=qd;LastUpdate=2011-02-08 13:12:27.99,,
3129,3116,False,16,Hydromet,"Bear Creek at Jackson St. Bridge, Medford, OR cfs","Bear Creek at Jackson St. Bridge, Medford, OR",cfs,Daily,qd,Bear_Creek_at_Jackson_St__Bridge__Medford__OR_cfs,0,HydrometDailySeries,server=PN;cbtt=bjbo;pcode=qd;LastUpdate=2011-02-08 13:12:53.75,,
3130,3116,False,17,Hydromet,"Bear Creek at Medford, OR cfs","Bear Creek at Medford, OR",cfs,Daily,qd,Bear_Creek_at_Medford__OR_cfs,0,HydrometDailySeries,server=PN;cbtt=mfdo;pcode=qd;LastUpdate=2011-02-08 13:13:15.95,,
3131,3116,False,18,Hydromet,"Bear Creek above Ashland, OR cfs","Bear Creek above Ashland, OR",cfs,Daily,qd,Bear_Creek_above_Ashland__OR_cfs,0,HydrometDailySeries,server=PN;cbtt=bcao;pcode=qd;LastUpdate=2011-02-09 07:01:13.52,,
